FILE,STRATEGY,TP_SL, END_BALANCE__1 , END_BALANCE__2 , END_BALANCE__3 ,WIN_RATE__1,WIN_RATE__2,WIN_RATE__3, NBR_TRADES__1 , NBR_TRADES__2 , NBR_TRADES__3 , MAX_END_BALANCE 
XRPUSDT -- 4H -- amazon/chronos-t5-small,1  --  4  --  ROC_2,TP_AI_2  --  SL_ATR_2, 141 ," 9,602 ", 82 ,66%,53%,56%, 112 , 265 , 265 ," 9,602 "
XRPUSDT -- 4H -- amazon/chronos-t5-large,1  --  4  --  ROC_2,TP_AI_2  --  SL_AI_1, -   ," 9,602 ", -   ,27%,53%,22%, 167 , 265 , 265 ," 9,602 "
XRPUSDT -- 4H -- amazon/chronos-t5-large,1  --  4  --  ROC_2,TP_AI_2  --  SL_ATR_2, 141 ," 9,602 ", 82 ,66%,53%,56%, 112 , 265 , 265 ," 9,602 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  3  --  ROC_3,TP_AI_1  --  SL_ATR_1, 76 ," 9,503 ", 51 ,87%,58%,80%, 52 , 59 , 59 ," 9,503 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  3  --  ROC_3,TP_AI_1  --  SL_AI_1, 50 ," 9,503 ", 47 ,72%,58%,69%, 54 , 59 , 59 ," 9,503 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  5  --  STOCH_40,TP_AI_1  --  SL_ATR_1, 142 ," 9,465 ", 158 ,90%,60%,82%, 49 , 57 , 57 ," 9,465 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  5  --  STOCH_40,TP_AI_1  --  SL_AI_1, 92 ," 9,465 ", 67 ,79%,60%,72%, 52 , 57 , 57 ," 9,465 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.75  --  4  --  ROC_2,TP_AI_2  --  SL_AI_1, -   ," 9,448 ", -   ,28%,54%,23%, 172 , 291 , 291 ," 9,448 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.75  --  4  --  ROC_2,TP_AI_2  --  SL_ATR_2, 130 ," 9,448 ", 83 ,68%,54%,57%, 120 , 291 , 291 ," 9,448 "
XRPUSDT -- 4H -- amazon/chronos-t5-large,0.75  --  4  --  ROC_2,TP_AI_2  --  SL_AI_1, -   ," 9,448 ", -   ,28%,54%,23%, 172 , 291 , 291 ," 9,448 "
XRPUSDT -- 4H -- amazon/chronos-t5-large,0.75  --  4  --  ROC_2,TP_AI_2  --  SL_ATR_2, 130 ," 9,448 ", 83 ,68%,54%,57%, 120 , 291 , 291 ," 9,448 "
DOGEUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  4  --  STOCH_30,TP_AI_2  --  SL_ATR_2, 102 ," 9,445 ", 69 ,88%,56%,74%, 25 , 34 , 34 ," 9,445 "
DOGEUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  4  --  STOCH_30,TP_AI_2  --  SL_AI_1, 7 ," 9,445 ", 6 ,28%,56%,29%, 32 , 34 , 34 ," 9,445 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.5  --  5  --  STOCH_40,TP_AI_2  --  SL_AI_1, 0 ," 9,382 ", -   ,33%,51%,29%, 153 , 265 , 265 ," 9,382 "
DOGEUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  3  --  STOCH_30,TP_AI_2  --  SL_ATR_2, 42 ," 9,289 ", 41 ,79%,62%,67%, 19 , 24 , 24 ," 9,289 "
DOGEUSDT -- 1D -- amazon/chronos-t5-small,0.75  --  3  --  STOCH_30,TP_AI_2  --  SL_AI_1, 7 ," 9,289 ", 7 ,13%,62%,17%, 23 , 24 , 24 ," 9,289 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  4  --  STOCH_40,TP_AI_1  --  SL_AI_1, 99 ," 8,927 ", 66 ,82%,59%,74%, 61 , 68 , 68 ," 8,927 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  4  --  STOCH_40,TP_AI_1  --  SL_ATR_1, 93 ," 8,927 ", 111 ,90%,59%,82%, 58 , 68 , 68 ," 8,927 "
DOGEUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  3  --  STOCH_30,TP_AI_2  --  SL_ATR_2, 41 ," 8,842 ", 41 ,79%,54%,65%, 19 , 26 , 26 ," 8,842 "
DOGEUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  3  --  STOCH_30,TP_AI_2  --  SL_AI_1, 6 ," 8,842 ", 6 ,16%,54%,19%, 25 , 26 , 26 ," 8,842 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,1  --  3  --  STOCH_40,TP_AI_1  --  SL_ATR_1, 281 ," 8,485 ", 262 ,97%,56%,92%, 36 , 39 , 39 ," 8,485 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,1  --  3  --  STOCH_40,TP_AI_1  --  SL_AI_1, 129 ," 8,485 ", 103 ,83%,56%,77%, 36 , 39 , 39 ," 8,485 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.5  --  4  --  ROC_1,TP_AI_2  --  SL_AI_1, -   ," 8,264 ", -   ,31%,53%,22%, 200 , 317 , 317 ," 8,264 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.5  --  4  --  ROC_1,TP_AI_2  --  SL_ATR_2, 218 ," 8,264 ", 76 ,71%,53%,56%, 139 , 317 , 317 ," 8,264 "
XRPUSDT -- 4H -- amazon/chronos-t5-large,0.5  --  4  --  ROC_1,TP_AI_2  --  SL_AI_1, -   ," 8,264 ", -   ,31%,53%,22%, 200 , 317 , 317 ," 8,264 "
XRPUSDT -- 4H -- amazon/chronos-t5-large,0.5  --  4  --  ROC_1,TP_AI_2  --  SL_ATR_2, 218 ," 8,264 ", 76 ,71%,53%,56%, 139 , 317 , 317 ," 8,264 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,1  --  3  --  ROC_1,TP_AI_2  --  SL_ATR_2, 171 ," 8,249 ", 130 ,72%,52%,58%, 110 , 187 , 187 ," 8,249 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,1  --  3  --  ROC_1,TP_AI_2  --  SL_AI_1, -   ," 8,249 ", -   ,29%,52%,22%, 152 , 187 , 187 ," 8,249 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,1  --  4  --  STOCH_40,TP_AI_1  --  SL_ATR_1, 203 ," 8,099 ", 299 ,95%,55%,90%, 38 , 42 , 42 ," 8,099 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,1  --  4  --  STOCH_40,TP_AI_1  --  SL_AI_1, 134 ," 8,099 ", 107 ,82%,55%,76%, 39 , 42 , 42 ," 8,099 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,1  --  4  --  STOCH_10,TP_AI_2  --  SL_ATR_2, 157 ," 8,045 ", 178 ,83%,58%,73%, 30 , 48 , 48 ," 8,045 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,1  --  4  --  STOCH_10,TP_AI_2  --  SL_AI_1, 8 ," 8,045 ", 7 ,38%,58%,40%, 42 , 48 , 48 ," 8,045 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.75  --  3  --  STOCH_30,TP_AI_2  --  SL_AI_1, -   ," 7,964 ", -   ,37%,52%,31%, 217 , 411 , 411 ," 7,964 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.75  --  3  --  STOCH_30,TP_AI_2  --  SL_ATR_2, 118 ," 7,964 ", 72 ,67%,52%,54%, 170 , 411 , 411 ," 7,964 "
XRPUSDT -- 4H -- amazon/chronos-t5-large,0.75  --  3  --  STOCH_30,TP_AI_2  --  SL_AI_1, -   ," 7,964 ", -   ,37%,52%,31%, 217 , 411 , 411 ," 7,964 "
XRPUSDT -- 4H -- amazon/chronos-t5-large,0.75  --  3  --  STOCH_30,TP_AI_2  --  SL_ATR_2, 118 ," 7,964 ", 72 ,67%,52%,54%, 170 , 411 , 411 ," 7,964 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  4  --  STOCH_10,TP_AI_2  --  SL_ATR_2, 154 ," 7,943 ", 138 ,83%,56%,68%, 30 , 50 , 50 ," 7,943 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  4  --  STOCH_10,TP_AI_2  --  SL_AI_1, 6 ," 7,943 ", 5 ,36%,56%,38%, 44 , 50 , 50 ," 7,943 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  5  --  STOCH_40,TP_AI_1  --  SL_ATR_1, 101 ," 7,820 ", 101 ,90%,58%,81%, 58 , 69 , 69 ," 7,820 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  5  --  STOCH_40,TP_AI_1  --  SL_AI_1, 87 ," 7,820 ", 57 ,81%,58%,72%, 62 , 69 , 69 ," 7,820 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  10  --  STOCH_40,TP_AI_1  --  SL_ATR_1, 117 ," 7,742 ", 100 ,89%,58%,80%, 56 , 71 , 71 ," 7,742 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  10  --  STOCH_40,TP_AI_1  --  SL_AI_1, 84 ," 7,742 ", 57 ,79%,58%,72%, 62 , 71 , 71 ," 7,742 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.75  --  5  --  STOCH_40,TP_AI_2  --  SL_ATR_2, 193 ," 7,609 ", 305 ,63%,51%,53%, 106 , 252 , 252 ," 7,609 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.75  --  5  --  STOCH_40,TP_AI_2  --  SL_AI_1, 0 ," 7,609 ", -   ,34%,51%,28%, 145 , 252 , 252 ," 7,609 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,1  --  10  --  STOCH_40,TP_AI_1  --  SL_ATR_1, 261 ," 7,466 ", 315 ,95%,56%,89%, 38 , 45 , 45 ," 7,466 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,1  --  10  --  STOCH_40,TP_AI_1  --  SL_AI_1, 116 ," 7,466 ", 108 ,79%,56%,76%, 42 , 45 , 45 ," 7,466 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  3  --  STOCH_40,TP_AI_1  --  SL_ATR_1, 106 ," 7,437 ", 139 ,90%,53%,84%, 68 , 77 , 77 ," 7,437 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  3  --  STOCH_40,TP_AI_1  --  SL_AI_1, 78 ," 7,437 ", 69 ,81%,53%,77%, 70 , 77 , 77 ," 7,437 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,1  --  3  --  STOCH_30,TP_AI_2  --  SL_AI_1, -   ," 7,320 ", -   ,37%,52%,31%, 202 , 374 , 374 ," 7,320 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,1  --  3  --  STOCH_30,TP_AI_2  --  SL_ATR_2, 135 ," 7,320 ", 70 ,66%,52%,53%, 158 , 374 , 374 ," 7,320 "
XRPUSDT -- 4H -- amazon/chronos-t5-large,1  --  3  --  STOCH_30,TP_AI_2  --  SL_AI_1, -   ," 7,320 ", -   ,37%,52%,31%, 202 , 374 , 374 ," 7,320 "
XRPUSDT -- 4H -- amazon/chronos-t5-large,1  --  3  --  STOCH_30,TP_AI_2  --  SL_ATR_2, 135 ," 7,320 ", 70 ,66%,52%,53%, 158 , 374 , 374 ," 7,320 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,1  --  5  --  STOCH_40,TP_AI_1  --  SL_ATR_1, 220 ," 7,094 ", 272 ,95%,53%,88%, 38 , 43 , 43 ," 7,094 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,1  --  5  --  STOCH_40,TP_AI_1  --  SL_AI_1, 117 ," 7,094 ", 93 ,80%,53%,74%, 40 , 43 , 43 ," 7,094 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.5  --  3  --  STOCH_30,TP_AI_2  --  SL_AI_1, -   ," 6,930 ", -   ,38%,51%,30%, 237 , 455 , 455 ," 6,930 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.5  --  3  --  STOCH_30,TP_AI_2  --  SL_ATR_2, 118 ," 6,930 ", 44 ,69%,51%,53%, 191 , 455 , 455 ," 6,930 "
XRPUSDT -- 4H -- amazon/chronos-t5-large,0.5  --  3  --  STOCH_30,TP_AI_2  --  SL_AI_1, -   ," 6,930 ", -   ,38%,51%,30%, 237 , 455 , 455 ," 6,930 "
XRPUSDT -- 4H -- amazon/chronos-t5-large,0.5  --  3  --  STOCH_30,TP_AI_2  --  SL_ATR_2, 118 ," 6,930 ", 44 ,69%,51%,53%, 191 , 455 , 455 ," 6,930 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  4  --  STOCH_40,TP_AI_1  --  SL_AI_1, 68 ," 6,723 ", 60 ,80%,53%,75%, 71 , 79 , 79 ," 6,723 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  4  --  STOCH_40,TP_AI_1  --  SL_ATR_1, 60 ," 6,723 ", 130 ,88%,53%,82%, 66 , 79 , 79 ," 6,723 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  5  --  STOCH_40,TP_AI_1  --  SL_AI_1, 75 ," 6,709 ", 66 ,81%,52%,75%, 72 , 80 , 80 ," 6,709 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  10  --  STOCH_40,TP_AI_1  --  SL_AI_1, 75 ," 6,709 ", 66 ,81%,52%,75%, 72 , 80 , 80 ," 6,709 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  5  --  STOCH_40,TP_AI_1  --  SL_ATR_1, 67 ," 6,709 ", 143 ,88%,52%,82%, 67 , 80 , 80 ," 6,709 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,0.5  --  10  --  STOCH_40,TP_AI_1  --  SL_ATR_1, 67 ," 6,709 ", 143 ,88%,52%,82%, 67 , 80 , 80 ," 6,709 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  3  --  STOCH_30,TP_AI_2  --  SL_ATR_2, 130 ," 6,596 ", 111 ,83%,69%,69%, 12 , 16 , 16 ," 6,596 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  3  --  STOCH_30,TP_AI_2  --  SL_AI_1, 45 ," 6,596 ", 44 ,43%,69%,44%, 14 , 16 , 16 ," 6,596 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,1  --  3  --  STOCH_10,TP_AI_2  --  SL_ATR_2, 193 ," 6,582 ", 122 ,89%,65%,76%, 27 , 34 , 34 ," 6,582 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,1  --  3  --  STOCH_10,TP_AI_2  --  SL_AI_1, 13 ," 6,582 ", 10 ,37%,65%,35%, 30 , 34 , 34 ," 6,582 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  3  --  STOCH_10,TP_AI_2  --  SL_ATR_2, 189 ," 6,553 ", 98 ,89%,61%,69%, 27 , 36 , 36 ," 6,553 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  3  --  STOCH_10,TP_AI_2  --  SL_AI_1, 10 ," 6,553 ", 7 ,34%,61%,33%, 32 , 36 , 36 ," 6,553 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.5  --  3  --  ROC_1,TP_AI_2  --  SL_AI_1, -   ," 6,400 ", -   ,34%,55%,26%, 173 , 233 , 233 ," 6,400 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.5  --  3  --  ROC_1,TP_AI_2  --  SL_ATR_2, 117 ," 6,400 ", 124 ,72%,55%,62%, 130 , 233 , 233 ," 6,400 "
XRPUSDT -- 4H -- amazon/chronos-t5-large,0.5  --  3  --  ROC_1,TP_AI_2  --  SL_AI_1, -   ," 6,400 ", -   ,34%,55%,26%, 173 , 233 , 233 ," 6,400 "
XRPUSDT -- 4H -- amazon/chronos-t5-large,0.5  --  3  --  ROC_1,TP_AI_2  --  SL_ATR_2, 117 ," 6,400 ", 124 ,72%,55%,62%, 130 , 233 , 233 ," 6,400 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,1  --  3  --  STOCH_20,TP_AI_2  --  SL_AI_1, -   ," 6,344 ", -   ,36%,55%,29%, 310 , 638 , 638 ," 6,344 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,1  --  3  --  STOCH_20,TP_AI_2  --  SL_ATR_2, 79 ," 6,344 ", 111 ,64%,55%,56%, 239 , 638 , 638 ," 6,344 "
XRPUSDT -- 4H -- amazon/chronos-t5-large,1  --  3  --  STOCH_20,TP_AI_2  --  SL_AI_1, -   ," 6,344 ", -   ,36%,55%,29%, 310 , 638 , 638 ," 6,344 "
XRPUSDT -- 4H -- amazon/chronos-t5-large,1  --  3  --  STOCH_20,TP_AI_2  --  SL_ATR_2, 79 ," 6,344 ", 111 ,64%,55%,56%, 239 , 638 , 638 ," 6,344 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  10  --  ROC_3,TP_AI_1  --  SL_ATR_1, 256 ," 6,187 ", 149 ,93%,58%,85%, 60 , 67 , 67 ," 6,187 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  10  --  ROC_3,TP_AI_1  --  SL_AI_1, 53 ," 6,187 ", 38 ,76%,58%,72%, 63 , 67 , 67 ," 6,187 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  10  --  ROC_2,TP_AI_1  --  SL_ATR_1, 249 ," 6,177 ", 151 ,93%,56%,87%, 61 , 68 , 68 ," 6,177 "
XRPUSDT -- 1D -- amazon/chronos-t5-large,0.5  --  10  --  ROC_2,TP_AI_1  --  SL_AI_1, 64 ," 6,177 ", 52 ,78%,56%,75%, 64 , 68 , 68 ," 6,177 "
XRPUSDT -- 1D -- amazon/chronos-t5-small,1  --  3  --  AVG_VOL_P_GAIN_3_2,TP_AI_1  --  SL_ATR_1, 245 ," 6,144 ", 196 ,92%,57%,85%, 133 , 154 , 154 ," 6,144 "
DOGEUSDT -- 4H -- amazon/chronos-t5-small,0.5  --  5  --  AVG_VOL_P_GAIN_2_1,TP_AI_2  --  SL_ATR_2, 106 ," 6,030 ", 73 ,87%,60%,77%, 161 , 187 , 187 ," 6,030 "
DOGEUSDT -- 4H -- amazon/chronos-t5-small,0.5  --  10  --  AVG_VOL_P_GAIN_2_1,TP_AI_2  --  SL_ATR_2, 106 ," 6,030 ", 73 ,87%,60%,77%, 161 , 187 , 187 ," 6,030 "
DOGEUSDT -- 4H -- amazon/chronos-t5-small,0.5  --  4  --  AVG_VOL_P_GAIN_2_1,TP_AI_2  --  SL_AI_1, -   ," 6,030 ", -   ,40%,60%,39%, 182 , 187 , 187 ," 6,030 "
DOGEUSDT -- 4H -- amazon/chronos-t5-small,0.5  --  5  --  AVG_VOL_P_GAIN_2_1,TP_AI_2  --  SL_AI_1, -   ," 6,030 ", -   ,40%,60%,39%, 182 , 187 , 187 ," 6,030 "
DOGEUSDT -- 4H -- amazon/chronos-t5-small,0.5  --  10  --  AVG_VOL_P_GAIN_2_1,TP_AI_2  --  SL_AI_1, -   ," 6,030 ", -   ,40%,60%,39%, 182 , 187 , 187 ," 6,030 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,1  --  3  --  STOCH_30,TP_AI_2  --  SL_ATR_2, 154 ," 6,022 ", 131 ,91%,71%,79%, 11 , 14 , 14 ," 6,022 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,1  --  3  --  STOCH_30,TP_AI_2  --  SL_AI_1, 58 ," 6,022 ", 57 ,50%,71%,50%, 12 , 14 , 14 ," 6,022 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  3  --  AVG_VOL_P_GAIN_2_1,TP_AI_2  --  SL_ATR_2, 139 ," 6,019 ", 94 ,85%,59%,75%, 27 , 32 , 32 ," 6,019 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  4  --  AVG_VOL_P_GAIN_2_1,TP_AI_2  --  SL_ATR_2, 139 ," 6,019 ", 94 ,85%,59%,75%, 27 , 32 , 32 ," 6,019 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  3  --  AVG_VOL_P_GAIN_2_1,TP_AI_2  --  SL_AI_1, 6 ," 6,019 ", 7 ,28%,59%,28%, 32 , 32 , 32 ," 6,019 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  4  --  AVG_VOL_P_GAIN_2_1,TP_AI_2  --  SL_AI_1, 6 ," 6,019 ", 7 ,28%,59%,28%, 32 , 32 , 32 ," 6,019 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.75  --  4  --  STOCH_30,TP_AI_2  --  SL_AI_1, -   ," 6,018 ", -   ,35%,53%,30%, 254 , 578 , 578 ," 6,018 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.75  --  4  --  STOCH_30,TP_AI_2  --  SL_ATR_2, 216 ," 6,018 ", 79 ,66%,53%,54%, 195 , 578 , 578 ," 6,018 "
XRPUSDT -- 4H -- amazon/chronos-t5-large,0.75  --  4  --  STOCH_30,TP_AI_2  --  SL_AI_1, -   ," 6,018 ", -   ,35%,53%,30%, 254 , 578 , 578 ," 6,018 "
XRPUSDT -- 4H -- amazon/chronos-t5-large,0.75  --  4  --  STOCH_30,TP_AI_2  --  SL_ATR_2, 216 ," 6,018 ", 79 ,66%,53%,54%, 195 , 578 , 578 ," 6,018 "
DOGEUSDT -- 4H -- amazon/chronos-t5-small,0.5  --  3  --  AVG_VOL_P_GAIN_2_1,TP_AI_2  --  SL_ATR_2, 98 ," 6,002 ", 67 ,87%,60%,77%, 160 , 186 , 186 ," 6,002 "
DOGEUSDT -- 4H -- amazon/chronos-t5-small,0.5  --  3  --  AVG_VOL_P_GAIN_2_1,TP_AI_2  --  SL_AI_1, -   ," 6,002 ", -   ,40%,60%,39%, 181 , 186 , 186 ," 6,002 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.75  --  3  --  STOCH_20,TP_AI_2  --  SL_AI_1, -   ," 5,917 ", -   ,36%,55%,29%, 335 , 699 , 699 ," 5,917 "
XRPUSDT -- 4H -- amazon/chronos-t5-small,0.75  --  3  --  STOCH_20,TP_AI_2  --  SL_ATR_2, 61 ," 5,917 ", 71 ,65%,55%,56%, 255 , 699 , 699 ," 5,917 "
XRPUSDT -- 4H -- amazon/chronos-t5-large,0.75  --  3  --  STOCH_20,TP_AI_2  --  SL_AI_1, -   ," 5,917 ", -   ,36%,55%,29%, 335 , 699 , 699 ," 5,917 "
XRPUSDT -- 4H -- amazon/chronos-t5-large,0.75  --  3  --  STOCH_20,TP_AI_2  --  SL_ATR_2, 61 ," 5,917 ", 71 ,65%,55%,56%, 255 , 699 , 699 ," 5,917 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  3  --  AVG_VOL_P_GAIN_2_2,TP_AI_2  --  SL_ATR_2, 131 ," 5,906 ", 95 ,85%,61%,76%, 27 , 33 , 33 ," 5,906 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  4  --  AVG_VOL_P_GAIN_2_2,TP_AI_2  --  SL_ATR_2, 131 ," 5,906 ", 95 ,85%,61%,76%, 27 , 33 , 33 ," 5,906 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  3  --  AVG_VOL_P_GAIN_2_2,TP_AI_2  --  SL_AI_1, 7 ," 5,906 ", 6 ,29%,61%,27%, 31 , 33 , 33 ," 5,906 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  4  --  AVG_VOL_P_GAIN_2_2,TP_AI_2  --  SL_AI_1, 7 ," 5,906 ", 6 ,29%,61%,27%, 31 , 33 , 33 ," 5,906 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  5  --  AVG_VOL_P_GAIN_2_2,TP_AI_2  --  SL_ATR_2, 131 ," 5,896 ", 95 ,85%,59%,74%, 27 , 34 , 34 ," 5,896 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  10  --  AVG_VOL_P_GAIN_2_2,TP_AI_2  --  SL_ATR_2, 131 ," 5,896 ", 95 ,85%,59%,74%, 27 , 34 , 34 ," 5,896 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  5  --  AVG_VOL_P_GAIN_2_2,TP_AI_2  --  SL_AI_1, 6 ," 5,896 ", 5 ,28%,59%,26%, 32 , 34 , 34 ," 5,896 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  10  --  AVG_VOL_P_GAIN_2_2,TP_AI_2  --  SL_AI_1, 6 ," 5,896 ", 5 ,28%,59%,26%, 32 , 34 , 34 ," 5,896 "
DOGEUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  5  --  STOCH_40,TP_AI_1  --  SL_AI_1, 98 ," 5,789 ", 105 ,76%,60%,76%, 51 , 55 , 55 ," 5,789 "
DOGEUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  5  --  STOCH_40,TP_AI_1  --  SL_ATR_1, 67 ," 5,789 ", 146 ,89%,60%,85%, 44 , 55 , 55 ," 5,789 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,1  --  3  --  AVG_VOL_P_GAIN_2_1,TP_AI_2  --  SL_ATR_2, 165 ," 5,747 ", 110 ,88%,60%,80%, 26 , 30 , 30 ," 5,747 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,1  --  4  --  AVG_VOL_P_GAIN_2_1,TP_AI_2  --  SL_ATR_2, 165 ," 5,747 ", 110 ,88%,60%,80%, 26 , 30 , 30 ," 5,747 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,1  --  3  --  AVG_VOL_P_GAIN_2_1,TP_AI_2  --  SL_AI_1, 8 ," 5,747 ", 9 ,30%,60%,30%, 30 , 30 , 30 ," 5,747 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,1  --  4  --  AVG_VOL_P_GAIN_2_1,TP_AI_2  --  SL_AI_1, 8 ," 5,747 ", 9 ,30%,60%,30%, 30 , 30 , 30 ," 5,747 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  3  --  STOCH_20,TP_AI_2  --  SL_ATR_2, 115 ," 5,688 ", 76 ,81%,59%,67%, 21 , 27 , 27 ," 5,688 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,0.75  --  3  --  STOCH_20,TP_AI_2  --  SL_AI_1, 14 ," 5,688 ", 14 ,32%,59%,33%, 25 , 27 , 27 ," 5,688 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,1  --  3  --  AVG_VOL_P_GAIN_2_2,TP_AI_2  --  SL_ATR_2, 155 ," 5,639 ", 112 ,88%,61%,81%, 26 , 31 , 31 ," 5,639 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,1  --  4  --  AVG_VOL_P_GAIN_2_2,TP_AI_2  --  SL_ATR_2, 155 ," 5,639 ", 112 ,88%,61%,81%, 26 , 31 , 31 ," 5,639 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,1  --  3  --  AVG_VOL_P_GAIN_2_2,TP_AI_2  --  SL_AI_1, 9 ," 5,639 ", 8 ,31%,61%,29%, 29 , 31 , 31 ," 5,639 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,1  --  4  --  AVG_VOL_P_GAIN_2_2,TP_AI_2  --  SL_AI_1, 9 ," 5,639 ", 8 ,31%,61%,29%, 29 , 31 , 31 ," 5,639 "
ADAUSDT -- 1D -- amazon/chronos-t5-large,1  --  5  --  AVG_VOL_P_GAIN_2_2,TP_AI_2  --  SL_ATR_2, 155 ," 5,629 ", 112 ,88%,59%,78%, 26 , 32 , 32 ," 5,629 "
